id,Comment,Classes,ner_text,ner_comments,Class_Value
2641,great work deborah dedication put task given wonderful keep looking forward weekoutput ,Very Poor,,,2
2644,intern actively worked improve technical skill area presentedpersonal challenge networking able handle constructive criticism well use improve necessary intern able quickly create rapport office colleague work well inteam ,Very Poor,,,2
2645,despitefew challenge john completed first week internshipencourage plan movementsbit early spend le transport ,Very Poor,first week,first week,2
2646,great work peter dedication put task given wonderful keep looking forward weekoutput ,Very Poor,,,2
2648,allan agile commitment work promising sure end internship ingood shape professionally ,Very Poor,allan agile,allan agile,2
2649,priscilla ishardworking person plus keep time ,Very Poor,,,2
2651,since reported week started basic ,Very Poor,reported week,reported week,2
2652,student haspositive attitude towards assigned task well composed good interpersonal skill ,Very Poor,,,2
2653,got learn write official ministry report specifically structure detail especially using non technical language explain technical detail got familiar uganda broadband policy ,Very Poor,uganda,uganda,2
2654,comment first week since work related interaction onboarding also yet started ,Very Poor,first week,first week,2
2656,comment first week since work related interaction onboarding also yet started ,Very Poor,first week,first week,2
2657,intern welcomed taken ministrystructure function department attached supervisor informed expectation internship also expectation received inform design training program schedule intern tasked read ministry agency improve understanding sector role supervisor design share training schedule intern ,Very Poor,,,2
2658,angel consistently arrives work time first week orientation maintained good working relationship fellow intern staff demonstrates team player behavior view individual success imperative boosted technology success angel direct straightforward honest polite look way streamline procedure improve efficiency work relation company angel always asked question seeked guidance sure throughout week managed intern email well updating companyfinancial record outstanding performance ,Very Poor,,,2
2660,erina started internship ready acquire new skillsencourage always contact trainer incase difficulty ,Very Poor,,,2
2662,well done cathy shared system developing functionality stated end first weekwould login even create batch still see batch created table moving well basically ,Very Poor,first,first,2
2664,know use asana taken task didnpay attention detail ,Very Poor,,,2
2665,yes notbad boy according whatsaw serious even wake early morning always first entrance still observing since first week managed help u someone came kumusoft company taught intergration learnt well isfast learner according seeing ,Very Poor,"early morning, first, since first week","early morning, first, since first week",2
2667,attends meeting collaborates active current task punctual keep time ,Very Poor,,,2
2668,miss nakityo noted challenge faced zoom session suggested possible solution online presence manager come ,Very Poor,nakityo,nakityo,2
2670,open learning quick understanding task punctual keep time confident behaves well remotely ,Very Poor,,,2
2671,elizabeth consistently arrives work time first week orientation ,Very Poor,,,2
2672,shown amazing learning capability implement data analytics starter task weekam impressed havebackground using panda matplotlib 2 key package accomplishing task help get idea kind work typically done research lab ,Very Poor,2,2,2
2674,progress impressive ,Very Poor,,,2
2675,noel able complete introductory concept regard framework used angular ,Very Poor,,,2
2678,good progress decided first go slow understands foundational principle copying well ,Very Poor,first,first,2
2679,self appointed supervisor active contributor love collaborating keep task organized asana ,Very Poor,,,2
2683,cooperates well work colleague keep time adapts easily new technology ,Very Poor,,,2
2684,francis consistently arrives work time first week orientation ,Very Poor,,,2
2688,innocent started internshipencourage get used distance since internship 6 week ,Very Poor,6 week,6 week,2
2691,appointed team leader software development isdistinguished software developer love coding keep time performs duty without supervision ,Very Poor,,,2
2695,first given book research different cctv camera installation ,Very Poor,first,first,2
2696,completes task time delivers collaborate colleague asana adapts easily new technology ,Very Poor,,,2
2699,wasblended individual team activity personal demonstrated good performance achieving task intimely manner ,Very Poor,,,2
2701,introductory week student understand organizational setup ,Very Poor,introductory week,introductory week,2
2702,appointed team leader mobile application development committed dedicated work love fixing bug ,Very Poor,,,2
2703,jesca engaging intern follows instruction ,Very Poor,,,2
2704,keep time active staff web development team open learning new concept emerging technology ,Very Poor,,,2
2705,surprisingly accomplished much inshort period time ,Very Poor,,,2
2707,flexible willing take task punctual attends meeting adapt easily project management tool asana trello ,Very Poor,,,2
2708,martin collaborative throughout week kept maintainedregular routine however observed personally didnt much skill required get work done programing technology stack assume common market ie php javascript programing ,Very Poor,martin,martin,2
2716,orientation done smoothly brian introduced formally actually occurs innetwork operating center ,Very Poor,,,2
2718,time management excellent active complete assignment time pay attention session active participant quiet dormant ,Very Poor,,,2
2719,found thing strange well didnhesitate take ,Very Poor,,,2
2722,engaging man collaborative goal oriented ,Very Poor,,,2
2723,introduced organisation oriented introduced website designing ,Very Poor,,,2
2724,tonney compliant first week ,Very Poor,first week,first week,2
2726,introduced website designing database management ,Very Poor,,,2
2727,despitefew challenge christopher managed complete first week internshipencourage always contact trainer incase difficultyalso encourage practice cisco io basic command using simulator ,Very Poor,"christopher, first week","christopher, first week",2
2728,appointed team leader web development active advanced web development follows upcoming task asana ,Very Poor,upcoming task asana,upcoming task asana,2
2729,appointed team leader data science active advanced web development data science perfect skype communication keep time ,Very Poor,,,2
2730,jovan started internship wellencourage findway memorizing color standard ethernet cable cross straight ,Very Poor,,,2
2732,bhan started internship practice purposesencourage buy pc tool kit ,Very Poor,,,2
2733,committed work logins time hasclear goal forgiven task completes work time ,Very Poor,,,2
2734,aber vanessa well intern techademics uganda ltd understood practical skill taught hope good second week internship ,Very Poor,aber,aber,2
2736,committed software development experience laravel keep time active collaborator pay attention detail ,Very Poor,,,2
2737,fantastic progress ,Very Poor,,,2
2739,commend regular attendance attention instruction ability think come idea team member base tackle task allocated however technology stack used boosted completely new observed little programing knowledge limited toand whichfor class however good trying practicing engaging hand team shall good benefit late shall productive company expected deliver ,Very Poor,,,2
2741,week start internship punctual proved attentive interested software issue even crack software joke amazing team member boosted ,Very Poor,,,2
2742,internship yet kicked ,Very Poor,,,2
2743,communicates well colleague adapts easily new technology asana keep time ,Very Poor,,,2
2744,heunderstanding practical part ,Very Poor,,,2
2745,beginning intership spent week orienting letting get used work environment however promising took initiative get know thing ,Very Poor,week,week,2
2746,joined long hair hard differentiate bwaise people however advised make self neat next week decent ,Very Poor,next week,next week,2
2747,ireally happy determination finish task setting environment application deployment uat wellknow wasneasy first time butknew could helpful attitude make clear continue take new challenge grow profession thank extra effort ,Very Poor,first,first,2
2748,wafula emmanuel successively ledgroup student pc hardware component supervision ,Very Poor,wafula emmanuel,wafula emmanuel,2
2749,engaging intern first week exhibited team cheering skill presence team add life ,Very Poor,first week,first week,2
2750,reported time attended orientation induction training ,Very Poor,,,2
2752,report developed student wasvery good start showed good potential research wide array information managed acquire desk review available online hard copy document next step analyze finding research broadband policy enable appreciate intervention undertaken help solve problem facing communication country aim weektasks understand framework within use computer operate also get appraised regulatory tool framework communication industry ,Very Poor,,,2
2753,student wasquick learner able jump quickly showedlot imitative wanting learn competed task gave intimely manner ,Very Poor,,,2
2755,student punctual follows instruction ,Very Poor,,,2
2756,set development testing environment web application user module legal management system completed interested learning development ,Very Poor,,,2
2757,introduced organisation website designing ,Very Poor,,,2
2759,natasha completed python starter course get familiar programming language critical accomplish task moving forward ,Very Poor,,,2
2760,dont work group work team ,Very Poor,,,2
2761,showed high level ingenuity willingness learn week ,Very Poor,,,2
2763,active committed completing task time well behaved attends meeting pay attention detail ,Very Poor,,,2
2764,alex well techademics uganda ltd understood practical skill taught week hope good next week ,Very Poor,"alex well, techademics uganda ltd understood practical, taught week, next week","alex well, techademics uganda ltd understood practical, taught week, next week",2
2765,impressive hedoing well techademics uganda ltd ,Very Poor,,,2
2766,prof teachable ,Very Poor,,,2
2767,hard working also focused ,Very Poor,,,2
2768,first week emmanuel introduced baylor uganda staff easy interaction provided support well updating asset inventory get familiar environment shall assign task especially system development well end user support ,Very Poor,,,2
2770,isaac able complete introductory concept regard framework used angular ,Very Poor,,,2
2771,engaging throughout week ,Very Poor,week,week,2
2772,compliant throughout week proved biased software development ,Very Poor,week,week,2
2773,progressive since also first week ,Very Poor,,,2
2775,always absent compliant ,Very Poor,,,2
2776,agnes started internship wellencourage plan movementsbit early spend le transport ,Very Poor,,,2
2778,introduction conduct team mate far good started website development hardware integration repair maintenance done alongside webdevelopment ,Very Poor,,,2
2779,maria started internship apart transport cost well ready acquire new skill ,Very Poor,,,2
2780,hard working task done satisfaction ,Very Poor,,,2
2782,active eager learn ,Very Poor,,,2
2785,orientation week introduction team ict environment ,Very Poor,,,2
2786,m rashidah magezi tumukunde isnew inter student joined ict department 6th june 2022 issocial character shown interest learning work environment encourage ask many question find fit look forward week 2 internship ,Very Poor,"6th june 2022, week 2","6th june 2022, week 2",2
2788,hellen exibited great people skill first week adapting well evnironment ,Very Poor,hellen,hellen,2
2789,mariamprogress good far willing learn regarding isprogramming background deal issue system administration department assigned isservice delivery department ,Very Poor,,,2
2792,willing committed work learn ,Very Poor,,,2
2793,engaging week ,Very Poor,,,2
2794,promising student enjoys learning like discover new idea ,Very Poor,,,2
2795,jovan organised grasp system easily showinglot imitative wanting learn completes task given intimely manner ,Very Poor,,,2
2796,introductory week help intern familiarized organizational setting ,Very Poor,introductory week,introductory week,2
2797,always attends time started website designing ,Very Poor,,,2
2798,student exposed service management aspect different infrastructure ,Very Poor,,,2
2799,look late ui framework like tailwind understand blueprint work perhaps far good ,Very Poor,,,2
2800,introductory week help intern understand organizational setup different department support deliver service citizen ,Very Poor,introductory week,introductory week,2
2801,olivia able work complete assignment work ,Very Poor,,,2
2802,mutooro isquick learner adaptability new technology good throughout week output well calculated regardless new development environment ,Very Poor,"mutooro isquick learner, week","mutooro isquick learner, week",2
2803,always willing learn new skill practice surveyed network web info netltd terminated straight cross cable ,Very Poor,,,2
2805,challenged laptop ,Very Poor,,,2
2806,racheal take initiative get way show excellence learning assignment invests time learning ,Very Poor,,,2
2807,obedient young man enthusiastic capable ,Very Poor,,,2
2808,eager learn develop computing skill ,Very Poor,,,2
2809,highly attentive student great attention detail ,Very Poor,,,2
2810,managed recover data fromdesktop computer demonstrated good analytical thinking ability ,Very Poor,,,2
2812,active good listening skill successfully conducted structured cabling terminated patch panel ,Very Poor,,,2
2814,weekobserved andrew eager learn quick expected himam hoping stay way ,Very Poor,,,2
2815,student introduced system developed ,Very Poor,,,2
2816,m nakityo recorded challenge faced zoom session put forward solution overcome ,Very Poor,,,2
2817,student extremely eager learn take new challenge ,Very Poor,,,2
2818,shadia started internship wellencourage plan movementsbit early spend le transport ,Very Poor,,,2
2819,successfully set upandstudio environment installedpackages worked atara legacy home page deployed banker application local server ,Very Poor,atara legacy home page deployed banker application,atara legacy home page deployed banker application,2
2820,intern taken structure function ministry large specific function department ict research development department lorna mbeiza attached added ministry team working redesign ministry website allow learn programming language used government design system allow link theory practice also learn project management skill analysis information system finally team work project expected completed one month intern working team one month alongside task training intern also givenbrief ict policy law need referred developing system user policy guideline need put consideration ict practitioner intern also taken system used ministry service delivery information management give herclear picture expected ofsystem term functionality system security ,Very Poor,"one month, one month","one month, one month",2
2821,android application development part task though advised make reading engagement php mysql programming seemed strange introducing ,Very Poor,,,2
2822,willing learn add skill ,Very Poor,,,2
2823,patricia expressed interest learn know finished task requested ,Very Poor,,,2
2824,student show great initiative developing task given company artifact produced peter dax ecommerce platform requirement gathering impressive helpful excellent student quick learner ,Very Poor,,,2
2826,emmanuel willing learn add skill expressed interest data science self test different datasets look forward working data manipulation system ,Very Poor,,,2
2827,quickly adopted work environment assignment setupcoding environment computer successfully done ,Very Poor,,,2
2828,receptive eager acquire knowledge develop skill ,Very Poor,,,2
2829,student show great initiative developing task given company artifact produced debrah dax ecommerce platform requirement gathering impressive helpful excellent student quick learner ,Very Poor,,,2
2830,angella managed demonstrate managerial role beside much code isregular punctual staff smart collaborative work asserver administrator one server manages email make sure sitessl expires done work well ,Very Poor,,,2
2831,able catch fast website designing ,Very Poor,,,2
2832,samuel exhibited team leading skill follows task make sure team subordinate team delivering besides work entertaining personobserve everyone one want team ,Very Poor,,,2
2833,attempt task eager learn ,Very Poor,,,2
2834,discussed task goal next 4 week break week deadline mid week review colleague ensure track haddemo session need expedite allow time review update ,Very Poor,"next 4 week break week, mid week","next 4 week break week, mid week",2
2835,student show great initiative developing task given company artifact produced angella dax ecommerce platform requirement gathering impressive helpful excellent student quick learner ,Very Poor,,,2
2836,bridget hardworking serious assignment whatever doesnunderstand asks isvery good attribute field world work ,Very Poor,,,2
2837,good far onboarding going great looking forward great contribution coming week internship period ,Very Poor,coming week,coming week,2
2838,sonia progressive try accomplish task assigned time consultation adopting working environment ,Very Poor,,,2
2839,good far onboarding going great looking forward great contribution coming week ,Very Poor,coming week,coming week,2
2840,ishumble person looking forward learn punctual smart ,Very Poor,,,2
2841,shown good self drive go beyond task givenwas particularly impressed attempt implementtime series model dataset given mubaraka also shown amazing team work wasteam task required every individual accomplishcertain component point clear hasgood technical acumen able grasp upcoming machine learning task easily ,Very Poor,mubaraka,mubaraka,2
2842,advancing reduction pace due internship study time ,Very Poor,,,2
2843,well versed policy procedure organisation ,Very Poor,,,2
2844,learning alot week ,Very Poor,,,2
2845,successfully set upandstudio environment installedpackages worked atara legacy home page deployed banker application local server ,Very Poor,atara legacy home page deployed banker application,atara legacy home page deployed banker application,2
2846,proved engaging working remotely take responsibility mistake want see progress project assigned ,Very Poor,,,2
2847,ita pleasure work mutoni shevery passionate want learn ,Very Poor,ita,ita,2
2848,system 30 complete presented u two week great work done plan host incomplete system next week mentioned employee get familiar good progress cathy keep ,Very Poor,"30, two week, next week","30, two week, next week",2
2849,computer networking important well functionality system efficiency work office engineer office ministry ict must able troubleshoot solve network problem occur kenneth able configure simple network packet tracer software writedetailed report assignment successfully ,Very Poor,,,2
2850,completed task assigned weekwas specifically impressed much covered reading open cv library important build strengthen theoretical concept mainly making practical implementation overallam impressed satisfied done week ,Very Poor,,,2
2851,punctual take responsibility action ,Very Poor,,,2
2852,introduced server programming technology shall essential tackling company task ,Very Poor,,,2
2853,mackson wasdelightful young man extremely eager learn take new challenge ,Very Poor,mackson,mackson,2
2854,dongroup rather team people used class group elizabeth happens one compliant engaging volunteering staff time management good communication overrated creativity beyond description fromstudent ,Very Poor,one,one,2
2855,successfully set upandstudio environment installedpackages worked atara legacy home page deployed banker application local server ,Very Poor,atara legacy home page deployed banker application,atara legacy home page deployed banker application,2
2856,islogical thinker studied approach coding challenge work place ,Very Poor,,,2
2857,student inqusitive commited learn also try blend knowledge class applicability practical world ,Very Poor,,,2
2858,php javascript wasnew technology found trouble installing server technology get started roadmapped activity mean put time research read keep pace ,Very Poor,,,2
2860,used class group boostedhave always reminded work team group week team introduced boosted php library may frame work meant ,Very Poor,,,2
2861,far impressed willingness learn adopt new working condition good time keeper learns concept quickly need learn research voice communication protocol ,Very Poor,,,2
2862,flexible accomodating companydev stack love learning however seems occupied deadline might affect response delivery deadline coding knowledge php javascript language minimal development stack boosted technology ,Very Poor,,,2
2863,punctual throughout week however technology stack used boosted new complex ,Very Poor,week,week,2
2864,division team nottask case neither activity required participation case new technology boosted php library house php library company us ,Very Poor,,,2
2865,divided team however week supposed install ide server ie nginx server php redis git mysql ,Very Poor,however week,however week,2
2866,successfully set upandstudio environment installedpackages worked atara legacy home page deployed banker application local server ,Very Poor,atara legacy home page deployed banker application,atara legacy home page deployed banker application,2
2868,code challenge part companyactivities case braining warming engagement prepare work relatively logical challenge ,Very Poor,,,2
2869,shedoing well ,Very Poor,,,2
2870,successfully set upandstudio environment installedpackages worked atara legacy home page deployed banker application local server ,Very Poor,atara legacy home page deployed banker application,atara legacy home page deployed banker application,2
2871,finished quite fast isvery serious lady ,Very Poor,,,2
2872,dauglas hasgood understanding required work onproject andlike fact take time research presenting idea asking assistance first week developingplan create api student given part project lead charge database design lead meeting ,Very Poor,,,2
2873,dongroup people instead team coding challenge werena go ,Very Poor,,,2
2874,davis managed design user interface business business application look forward seeing implement interface using flutter ,Very Poor,davis,davis,2
2875,willing learn add skill managed implement front end data manipulation system well front end login sign home page business business flutter application ,Very Poor,,,2
2876,successfully set upandstudio environment installedpackages worked atara legacy home page deployed banker application local server ,Very Poor,atara legacy home page deployed banker application,atara legacy home page deployed banker application,2
2877,isfast learner highly adaptable nice work ,Very Poor,,,2
2879,successfully set upandstudio environment installedpackages worked atara legacy home page deployed banker application local server ,Very Poor,atara legacy home page deployed banker application,atara legacy home page deployed banker application,2
2880,blank programing language use happened given alot difficulty well coming week arrange make thing clear well productive language stack include php javascript aremust known team development team ,Very Poor,coming week,coming week,2
2881,successfully set upandstudio environment installedpackages worked atara legacy home page deployed banker application local server ,Very Poor,atara legacy home page deployed banker application,atara legacy home page deployed banker application,2
2883,faced challenge smarty virtual host creation basic technology stack however take training able deliver ,Very Poor,,,2
2884,successfully set upandstudio environment installedpackages worked atara legacy home page deployed banker application local server ,Very Poor,atara legacy home page deployed banker application,atara legacy home page deployed banker application,2
2885,hero day optional day choose either attend work stay home ,Very Poor,,,2
2886,self driven enthusiastic push execution activity completion ,Very Poor,,,2
2887,successfully set upandstudio environment installedpackages worked atara legacy home page deployed banker application local server ,Very Poor,atara legacy home page deployed banker application,atara legacy home page deployed banker application,2
2889,allan confidently making thing happen impressed ,Very Poor,,,2
2890,successfully set upandstudio environment installedpackages worked atara legacy home page deployed banker application local server ,Very Poor,atara legacy home page deployed banker application,atara legacy home page deployed banker application,2
2891,brian acquired knowledge government broadband intervention acquired insight current status broadband implementation tasked analyze voip network ministry next week also become familiar computer misuse act ,Very Poor,next week,next week,2
2892,intern tasked join ministry team working redesign ministry website allow learn programming language used government design system allow link theory practice also learn project management skill analysis information system finally team work project expected completed one month intern working team one month alongside task training intern also givenbrief ict policy law need referred developing system user policy guideline need put consideration ict practitioner intern also taken system used ministry service delivery information management give themclear picture expected ofsystem term functionality system security ,Very Poor,"intern tasked join ministry, one month, one month","intern tasked join ministry, one month, one month",2
2893,manasseh managed design user interface business business application look forward seeing implement interface using flutter ,Very Poor,,,2
2894,obesrvant pay attention detail show time always love exploration passionate learn ,Very Poor,,,2
2895,lacked basic coding knowledge php javascript get started task ,Very Poor,,,2
2896,little intimidated needed accomplish goal internship period butbelieve potential make first week developingplan create api student given part project lead ,Very Poor,,,2
2897,able blend fast team hit ground running able scale catch work business development side team expectation week met ,Very Poor,,,2
2899,completed internship orientation de assembling assembling desktop computer hardware maintainance repair software installation ,Very Poor,,,2
2902,willing learn add skill progressing well project ,Very Poor,,,2
2906,far caught everything introduced try deliver work inscheduled time frame like learn even working tough condition weakness keeping silent well academically socially ,Very Poor,,,2
2907,continued learning angular framework practical scenario allocated ,Very Poor,,,2
2908,william willing learn add skill expressed interest data science self test different datasets look forward working data manipulation system ,Very Poor,william,william,2
2910,working apis api testing ,Very Poor,,,2
2911,week assignment seemed difficult seemed new ,Very Poor,week,week,2
2912,david managed design user interface business business application look forward seeing implement interface using flutter well trying best fully learn flutter mobile app development ,Very Poor,david,david,2
2913,successfully set upandstudio environment installedpackages worked atara legacy home page deployed banker application local server ,Very Poor,atara legacy home page deployed banker application,atara legacy home page deployed banker application,2
2914,completed internship orientation de assembling assembling desktop computer hardware maintainance repair software installation ,Very Poor,,,2
2915,iscommitted student put effort accomplish assigned job ,Very Poor,,,2
2917,practice try many cs rule help build creativity ,Very Poor,,,2
2918,successfully set upandstudio environment installedpackages worked atara legacy home page deployed banker application local server ,Very Poor,atara legacy home page deployed banker application,atara legacy home page deployed banker application,2
2919,introduced organisation program take website designing database management mysql ,Very Poor,,,2
2920,punctual throughout week vivian engaging flexible changing condition ,Very Poor,week,week,2
2921,rodney need pay attention detail come understanding task execute inmore creative way proved love software development introduced something new take step think something beyond know ,Very Poor,,,2
2922,willing learn add skill progressing well project ,Very Poor,,,2
2923,good team player coordinative adopt situation quickly always updated current trend ,Very Poor,,,2
2924,coding challenge wereindeedchallenge love coding doesnt give time critical thinking aint attribute find almost everything hard solve ,Very Poor,,,2
2925,objective achieved ,Very Poor,,,2
2926,successfully set upandstudio environment installedpackages worked atara legacy home page deployed banker application local server ,Very Poor,atara legacy home page deployed banker application,atara legacy home page deployed banker application,2
2927,desire learn new technology always attentive makepremature judgement jesca must begood listener proved producing result required via communication ,Very Poor,,,2
2929,pay attention detail sharp noticing error good time manager communication social aspect life perfect ask question soon possible ,Very Poor,,,2
2931,tugume hastings seems bevery first learner hevery confident zeal ultimate goal acquiring knowledge practical fieldwill continue supporting way possible ,Very Poor,tugume,tugume,2
2932,engaging person attentive humble assigned managerial role companyofficial git hub account since proved reliable communication outstanding ,Very Poor,,,2
2933,showinghigh level discipline punctual accomplishing task time also inquisitive eager learn ,Very Poor,,,2
2934,demonstrated good knowledge computer networking managed terminate straight cross cable ,Very Poor,,,2
2936,excelled terminating cat 6e cable used installing ip camera ,Very Poor,,,2
2938,intern introduced structure function ministry large specific function department ict research development department attached intern tasked join ministry team working redesign ministry website allow learn programming language used government design system allow link theory practice also learn project management skill analysis information system finally team work project expected completed one month intern working team one month alongside task training intern also givenbrief ict policy law need referred developing system user policy guideline need put consideration ict practitioner intern also taken system used ministry service delivery information management give herclear picture expected ofsystem term functionality system security ,Very Poor,"one month, one month","one month, one month",2
2939,willing learn add skill progressing well project ,Very Poor,,,2
2940,student excellent job revamping website followed instruction designated design document team impressed able make change requested section organization ,Very Poor,,,2
2941,quick learner eager learn website designing ,Very Poor,,,2
2942,slow finishing installation installation supposed take maximum two day thenweek response time ,Very Poor,,,2
2943,took teammate php library engaging coding challenge ,Very Poor,,,2
2944,patience well versed theoretical part computer network exhibited good knowledge window operating system able backup reinstall operating system computer ,Very Poor,,,2
2945,far sooo good istimekeeper withlot willingness learn beengood team player handling hardware dissembling assembling computer ,Very Poor,,,2
2949,worked functional website ,Very Poor,,,2
2950,able catch website designing punctual ,Very Poor,,,2
2951,keep time always ready learn show great initiative ,Very Poor,,,2
2952,successfully set upandstudio environment installedpackages worked atara legacy home page deployed banker application local server ,Very Poor,atara legacy home page deployed banker application,atara legacy home page deployed banker application,2
2953,paul work look great itclear care work take time correctly without lotof back forth howeverurge finish testing application feature havea task uganda team patch ,Very Poor,havea task uganda,havea task uganda,2
2954,m rashidah steadily gaining ground work environment v theory learnt classencourage continue desk research whenever face professional related challenge ,Very Poor,,,2
2955,student able participate effort well appreciated ,Very Poor,,,2
2956,next weektask case part companybusiness task rather brain engaging task code challenge part physical engagement staff intern trainee start dayarrangements ,Very Poor,,,2
2957,successfully set upandstudio environment worked atara legacy home page deployed banker application local server ,Very Poor,,,2
2958,natasha managed learn basic data exploration panda important library data scientist using python able demonstrate basic function exploring data assignment given also shown ability work group wasteam assignment ,Very Poor,,,2
2959,rilly hectic u understand everything besigye ronald tried alot configure computer connect helped u alot took like 2 hour trying best end everything worked problem far ishardworking person love ,Very Poor,2 hour,2 hour,2
2960,helped editing content organizing website also general preventive maintenance allt equipment corporation part team completed successfully ,Very Poor,,,2
2961,well engaging etoma ishumble person inquisitive challenging ,Very Poor,,,2
2963,managed see week issue home ,Very Poor,week,week,2
2964,successfully set upandstudio environment installedpackages worked atara legacy home page deployed banker application local server ,Very Poor,atara legacy home page deployed banker application,atara legacy home page deployed banker application,2
2965,great progress ,Very Poor,,,2
2966,great ,Very Poor,,,2
2967,great progress ,Very Poor,,,2
2968,challenged resuming school since time table colliding session internship ,Very Poor,,,2
2969,embraced new task commitment ,Very Poor,,,2
2970,grace extremely eager learn take new challenge meticulous confident work ,Very Poor,,,2
2971,terry portrayedcharacter goal oriented towards task placed himthinks great ,Very Poor,,,2
2972,performed well fist week u ,Very Poor,fist week,fist week,2
2973,isgood relating theory practicals ,Very Poor,,,2
2974,mariam willing learn new thing continues internship ,Very Poor,mariam,mariam,2
2975,fitting adapting well working enviroment dedicated duty ,Very Poor,,,2
2976,meeting successful miiro need getbetter internet connection ,Very Poor,miiro,miiro,2
2977,isgenuine ambition improve admirable willing go extra mile something people field need survive ,Very Poor,,,2
2978,speed configuration ip phone great teamwork ,Very Poor,,,2
2979,student completed assignment handed submitted report information ministry mandate vision objective system online ministry administers ,Very Poor,,,2
2980,maria adaptive eager learn ,Very Poor,,,2
2984,miiro need learn git github developer tool ,Very Poor,"miiro, git github","miiro, git github",2
2985,introduced organisation website designing mysql database management ,Very Poor,,,2
2986,worked first functional website ,Very Poor,first,first,2
2987,liked fact self learn doinglittle polishing attending inquiry ,Very Poor,,,2
2988,getting started make environment ready ,Very Poor,,,2
2989,week aimed enriching jolly major governing process standard policy within bank specific risk management asdepartment also assigneddesktop tasked setting hardware working ensure hadright software installedtask performed diligently ,Very Poor,week,week,2
2991,time hetrying catch trained ,Very Poor,,,2
2992,embraced activity positivity willingness learn ,Very Poor,,,2
2993,counted well received colleague management help create inclusive environment colleague always fully participate ,Very Poor,,,2
2994,student introduced learn new framework development ,Very Poor,,,2
2995,successfully worked service desk manage client request ,Very Poor,,,2
2996,allan madetremendous improvement dealing customer grateful ,Very Poor,allan madetremendous,allan madetremendous,2
2999,good integration team shown quantity work done meet expectation stage attended team meeting made appropriate contribution necessary ,Very Poor,,,2
3000,reportgot facilitator weekactivities racheal outstanding student executing task assignment overall participation ,Very Poor,,,2
3002,grace kikomeko courteous well mannered polite strong rapport interacts ,Very Poor,grace kikomeko,grace kikomeko,2
3003,andrew got challenge installing software computer due compatibility issue persistence make thing work outstanding suchvery good attitude towards learning corrected ,Very Poor,andrew,andrew,2
3004,went well corporation great ,Very Poor,,,2
3005,olivia steadily working assignment assigned ,Very Poor,olivia,olivia,2
3006,slightly difficult week learning new stuff good job kirya pushing learning much ,Very Poor,,,2
3008,learns fast ,Very Poor,,,2
3009,since first week began orientation took expectation organization inorder foresight whole period internship began week hardware maintenance repair ,Very Poor,"first week, week","first week, week",2
3010,progressive technically social challanges ,Very Poor,,,2
3011,introduced website designing ,Very Poor,,,2
3012,introduced website designing ,Very Poor,,,2
3013,successfully loaded excel file convert csv able set working directory inand plot graph ,Very Poor,,,2
3014,able work functional website ,Very Poor,,,2
3015,able understand website designing ,Very Poor,,,2
3016,joseph progressing well inquisitive learn try blend hi theoretical knowledge practical knowledge field ,Very Poor,,,2
3017,ministry currently rolling parish development management information system pdmis countrywide lorna given opportunity assist data migration administrative unit system one way interacting withlive system supporting implementing team field got opportunity navigate system well validated data assigned work according training plan ministry intern always introduced concept get actual training hand concept turn new need introduction first like cabling networking done practically time go ,Very Poor,"one, first","one, first",2
3019,inqusitive learner hosted website ,Very Poor,,,2
3020,always willing learn new skill knowledge ,Very Poor,,,2
3021,managed configure lan wireless router oncisco linksys ,Very Poor,,,2
3022,critical analytical thinking ainpart understands straight forward task compared require thinking ,Very Poor,,,2
3023,assignment team aiming improving collaboration giving person ability interact activity mutooro reported team leader asteam cheerleader made work engaging ,Very Poor,,,2
3024,designed word challenge software javascript approach problem convincing ,Very Poor,,,2
3025,introduced tonew technology flexible adaptive samuel teachable ofcourse good work ,Very Poor,,,2
3026,even limited supervision kenneth committed practical make suggestion way forward solveproblem ,Very Poor,,,2
3027,collaboratively worked team well engaging teachable ,Very Poor,,,2
3028,soft skill continue amazing especially communication positive withheart fully work able properly appreciate deployment process mobile application respective target environment ,Very Poor,,,2
3029,besides sr assignmentswas pleased give another task reason make research love discovering seeing thing work isteam leader underteam time ,Very Poor,,,2
3030,completed general support knowledge troubleshooting related problem network failure computer malfunction slowness computer etc operating system installation specifically window 10 pro computer creation different account onwindows computer change account type setting account password installation different software microsoft office firefox adobe etc ,Very Poor,10,10,2
3031,joelengagement rated fair ,Very Poor,,,2
3032,able work cpanels host website ,Very Poor,,,2
3033,staff remuneration module context ismodule integrated smart school automated software track manage staff remuneration school team tasked come sr module inschool setting gilbert engaging good listener respect fellow team ,Very Poor,,,2
3034,completed general support knowledge troubleshooting related problem network failure computer malfunction slowness computer etc operating system installation specifically window 10 pro computer creation different account onwindows computer change account type setting account password installation different software microsoft office firefox adobe etc ict inventory management documentation ,Very Poor,10,10,2
3035,team leader collaborative coming sr disciplinary module ,Very Poor,,,2
3036,compliance isdirect indication semester much tried meeting deadline vain ,Very Poor,,,2
3037,william managed implement front end data manipulation system try best learn django within minimum possible time start back end data manipulation system ,Very Poor,william,william,2
3038,miss nakityo able finish working studentdesign interface quiz app ,Very Poor,,,2
3039,progressing well internship project attempting weekly assignment ,Very Poor,weekly,weekly,2
3040,intern learning implementslot seems new coverage information application development school may insufficient ,Very Poor,,,2
3041,seemed like thing new case ,Very Poor,,,2
